source,target,weight,RideID,DriverID,CustomerID,VehicleID,StartLocation,EndLocation,StartTime,EndTime,TripDistance,TripDuration,ZoneID,TimeSlot,Demand,Supply,BaseFare,DistanceFare,SurgeMultiplier,CurrentLocation,AvailabilityStatus,StartCoordinates,EndCoordinates,EndPoint,TimeCost,MonetaryCost,EstimatedTimeToDestination,CurrentTrafficConditions,ProbabilityValue,RandomSeed,TripSuccessRate,AverageWaitTime,Cost,TripDuration,TimeOfDay,WeatherCondition,DayOfWeek,TrafficCondition,PickupLocation,DropoffLocation,UserAgeGroup,HistoricalTripCount
0,250,4.260111791,XUMH8M,NP6RLG,G9YP5B,ZFAYTT,"52.054188, -163.298602","-53.987823, -76.916596",12/6/2023 21:02,12/6/2023 21:36,15.67,34,1,13,7,18,3.02,2.4,1.4,"-12.970796, 169.930427",Available,"-2.4170586378362913, 111.62808126733296","-2.348508093251019, 111.33769907133232",169,63.05,28.9,58.59,Heavy,1.749698654,1865,0.82,9.21,67.48,74,Afternoon,Cloudy,Monday,Light,19,94,18-25,25
0,251,3.986970058,MXK8M0,QZP53N,3DDLQG,S94GGQ,"-30.091552, 3.228907","11.65507, -164.238722",12/6/2023 7:58,12/6/2023 8:35,20.55,37,10,15,1,23,4.1,1.42,2.5,"13.839793, 176.002469",Unavailable,"-43.62956359269504, -67.1792172600606","-42.63367730259296, 293.66112631563135",156,45.1,55.65,36.93,Light,0.028185097,6784,0.89,11.39,66.26,110,Afternoon,Rainy,Thursday,Light,23,52,36-45,38
0,252,9.045772131,V41VIL,W1KR0N,XMRBHW,31L671,"-0.790914, 173.171896","54.709567, 90.024443",12/6/2023 18:15,12/6/2023 19:59,12.18,104,2,10,3,16,2.88,1.77,1.9,"-30.356818, 38.372775",Unavailable,"-57.92276342003273, -162.49323796988028","-58.25697126553986, 198.50388361884544",63,63.64,88.12,65.83,Heavy,-0.544864251,9263,0.98,14.56,25.77,61,Afternoon,Sunny,Monday,Light,51,59,36-45,12
0,253,7.063544434,3R4AKE,A0GCBQ,B4MPT6,76N58G,"26.903079, -163.251146","45.407765, -137.184595",12/6/2023 1:31,12/6/2023 1:57,36.39,26,7,12,47,0,3.99,2.31,2.9,"7.412164, -42.407232",Available,"23.82976760016406, 39.45323520027608","23.414799250411193, 38.77176460615079",215,33.07,2.44,29.06,Moderate,-1.865327556,3228,0.91,7.43,78.06,24,Morning,Cloudy,Friday,Moderate,82,21,26-35,27
0,254,1.599223008,P1ZK6X,E12BE1,ETQ1UY,VY9PUJ,"47.878816, 63.369941","-88.984182, -89.4452",12/6/2023 18:37,12/6/2023 20:21,3.97,104,10,12,1,8,3.68,2.46,1.2,"7.546239, -122.753176",Unavailable,"46.12254577357194, -145.93606328580822","46.30193704854638, 214.5120395229261",541,73.29,101.96,63.78,Moderate,-1.570331545,1710,0.91,13.52,79.31,90,Afternoon,Cloudy,Monday,Heavy,84,38,56+,20
0,255,1.722473043,B745DK,EONDH8,SS1I9V,V0CRF3,"87.744602, -29.341666","10.622983, -101.58511",12/6/2023 8:54,12/6/2023 10:42,6.97,108,5,5,46,19,4.07,2.26,2.3,"-66.378691, 151.168708",Available,"82.46433409422298, 128.86394337937418","83.28935848617932, 128.80087333901378",918,67.28,2.95,67.71,Heavy,0.057199537,9013,0.86,9.62,95.33,70,Morning,Cloudy,Saturday,Light,57,52,18-25,44
0,256,7.648227999,JND6A4,25QUXC,Q2HT3C,2BXNMT,"-23.353471, 21.60805","-86.888329, 37.055824",12/6/2023 7:05,12/6/2023 7:16,15.5,11,6,0,23,2,4.81,1.95,1.3,"-47.408339, -98.407437",Unavailable,"19.353891320299837, -112.65446702273933","18.412505275107932, 247.75923515709394",387,99.45,54.39,116.11,Light,-0.387183045,7072,0.81,11.96,26,34,Night,Sunny,Thursday,Light,41,9,46-55,26
0,257,1.119669648,HEZU4C,V92A04,0KC3LO,QDVZOC,"54.00619, -97.267396","84.903298, -95.110712",12/6/2023 10:57,12/6/2023 12:42,36.3,105,9,4,36,19,4.36,1.34,1.4,"-63.390447, 146.574191",Available,"-16.505937816043243, 26.560965798563075","-16.964927590552552, 25.818126341262005",608,89.57,61.85,72.51,Moderate,1.709239253,3647,0.86,5.03,46.36,12,Morning,Cloudy,Thursday,Light,93,34,46-55,42
0,258,1.56147158,GS59PK,T23DN8,9NECUY,8LX38S,"37.295807, -99.580077","-22.338589, -144.102465",12/6/2023 14:19,12/6/2023 15:30,13.96,71,1,18,43,18,3.27,2.06,2.9,"-72.802062, -111.645846",Available,"1.031127189376491, 148.0737788849895","1.4837708164672192, 147.4384304087463",102,95.58,18.95,79.63,Moderate,0.054114474,4391,0.91,12.25,82.88,20,Night,Rainy,Saturday,Moderate,21,16,56+,42
0,259,9.624042835,N167NR,6QJGOS,1U14S6,OOIOPP,"59.35767, -119.741887","-55.2954, -123.149963",12/6/2023 15:57,12/6/2023 17:54,9.78,117,10,16,30,20,3.63,2.08,2.9,"-65.030048, -113.717774",Available,"73.37185666146496, 138.05559446649283","73.53619911437326, 137.9489277167633",546,98.49,22.72,79.52,Light,-0.070409919,8019,0.97,12.48,88.31,14,Morning,Cloudy,Sunday,Heavy,45,74,56+,21
0,260,8.81390836,WUCLKL,KEQUUO,8MHP3Y,VTU2GG,"17.026782, -128.660171","15.007776, -136.473615",12/6/2023 20:35,12/6/2023 21:47,12.55,72,3,2,9,16,2.39,1.04,1.1,"-51.064234, -11.221803",Available,"38.756599047049804, 159.20737342236384","39.72861681064374, 158.30384613870115",205,35.99,55.43,33.16,Heavy,1.821412264,542,0.85,11.61,82.17,62,Night,Sunny,Monday,Moderate,22,94,46-55,0
0,261,2.240793133,CWU6KD,0QTK2G,6WKMCZ,J4NXSI,"-37.993979, 11.591535","48.95515, -150.99611",12/6/2023 4:46,12/6/2023 4:57,11.81,11,8,6,18,9,2.91,2.02,1.9,"-61.983753, -112.845859",Available,"61.54556092962676, -130.70025237030558","62.156575204429316, 228.7126283615845",761,58.67,112.58,67.3,Moderate,-1.07281008,8540,0.95,9.7,12.21,76,Morning,Cloudy,Friday,Light,34,44,36-45,7
0,262,5.584442848,G4V6RX,49I5KD,WVCUJX,N7PMOE,"53.751902, -93.519059","-38.816583, 174.949338",12/6/2023 6:45,12/6/2023 7:40,41.72,55,5,23,19,14,3.83,1.94,2.3,"76.255679, 74.70762",Unavailable,"-31.94375359628559, -168.95386017764156","-31.56347671794125, 190.7944366784802",608,41.18,100.12,38.14,Moderate,-0.728191178,9319,0.92,10.74,20.44,73,Afternoon,Cloudy,Monday,Light,86,62,26-35,20
0,263,3.502078585,E6RI7R,JLF883,KXOQWT,J6I4R9,"48.132647, 179.588661","-12.613353, 172.971227",12/6/2023 6:38,12/6/2023 7:05,23.38,27,2,2,33,9,3.97,1.13,1.3,"88.69012, 158.110066",Available,"38.305055259445794, -20.387146182131744","39.26889876454158, 340.50034249088964",300,30.42,97.38,24.62,Moderate,0.201693183,4421,0.85,5.23,8.73,74,Morning,Rainy,Friday,Light,17,100,56+,49
0,264,3.063761503,N9NUJP,C67H4V,YV130C,G6Y7NO,"-1.979177, 106.552953","-62.338538, -73.291171",12/6/2023 9:10,12/6/2023 10:35,41.07,85,10,7,31,8,2.37,2.24,1.2,"55.744102, -2.991651",Unavailable,"43.60804650111854, 96.80843283119066","43.666254136499994, 97.1811193851561",257,96.31,117.29,111,Light,-0.5899761,3475,0.89,8.1,98,15,Morning,Sunny,Monday,Light,70,50,18-25,47
0,265,6.646100996,TWREQJ,UJJNVT,9TSRXL,PSP8KQ,"-85.495137, -15.594676","-64.628116, 177.273479",12/6/2023 4:11,12/6/2023 5:38,39.05,87,6,0,8,19,2.49,1.22,1.5,"73.212658, -49.672321",Unavailable,"-84.56623351944499, -48.908944776807374","-84.86256229733817, 310.61115906446327",969,37.41,135.84,43.88,Light,0.134464391,2825,0.93,9.3,19.1,5,Afternoon,Cloudy,Thursday,Moderate,72,3,46-55,45
0,266,1.641724767,P0XVPE,UH5IJ1,7HH4M4,2BUFI1,"-76.877348, -14.984345","87.681476, 15.361811",12/6/2023 21:21,12/6/2023 21:54,5.67,33,8,14,40,27,4.61,1.98,2.8,"67.710467, -61.451619",Available,"-13.902742707833582, 107.35351356620663","-14.892578616575419, 106.82810103729732",796,91.43,35.21,85.83,Heavy,-1.547937603,6599,0.84,11.37,63.5,45,Night,Rainy,Tuesday,Moderate,26,80,18-25,36
0,267,4.941697583,GMK6VB,57ZMS4,30KIMD,7UTXXT,"4.115768, -121.163644","37.115859, -62.325505",12/6/2023 16:18,12/6/2023 17:55,48.21,97,4,0,4,27,2.79,1.15,1.9,"41.470616, -148.692423",Unavailable,"-31.60669860491334, -69.39980742899351","-30.80246034674829, 290.829057607769",577,20.9,52.55,19.01,Light,-1.103562589,9381,0.86,7.33,30.67,40,Morning,Rainy,Sunday,Light,85,50,18-25,6
0,268,4.097533911,BTX2MS,JJS5MX,H6PF3L,BSN3VX,"87.589173, -156.916356","36.154598, -139.28093",12/6/2023 2:37,12/6/2023 2:55,42.28,18,10,15,24,17,2.3,1.88,2.3,"-61.457116, -141.017473",Available,"-33.52194664775254, 173.31293505943484","-34.09244910822657, 172.38285875962137",855,13.04,91.47,14.22,Moderate,0.081389883,509,0.88,7.32,32.64,11,Afternoon,Cloudy,Friday,Moderate,75,34,46-55,21
0,269,8.903720007,URYXNS,YUSXO7,BMD9NE,TFEPMY,"29.10139, 62.025716","52.543744, -111.035039",12/6/2023 23:29,12/6/2023 23:54,19.23,25,5,4,1,23,4.51,1.09,2.3,"59.058712, -60.728355",Available,"1.9339394336842162, -36.92600442052276","1.993858533253891, 322.189536270135",575,32.6,49.88,35.05,Moderate,-0.410682777,1491,0.99,9.79,21.89,22,Night,Rainy,Sunday,Heavy,92,62,46-55,29
0,270,9.272931122,EBJLCG,0SO2EI,WYXV6I,AP0XJB,"36.408524, 119.344942","-21.525128, 33.26002",12/6/2023 22:59,12/6/2023 23:45,19.29,46,2,15,29,3,3.32,2.34,1.9,"41.97147, -53.408214",Unavailable,"-75.41909630755578, 82.4749757748512","-76.1701450248126, 81.69093909726134",577,80.61,79.82,78.92,Moderate,-0.545042698,8560,0.83,14.42,34.94,10,Evening,Sunny,Tuesday,Moderate,75,83,18-25,43
0,271,9.912574756,H3C8S9,8DF0DQ,8YY35J,W7KYXV,"-69.179975, 111.260108","-27.382635, -73.662594",12/6/2023 9:43,12/6/2023 10:17,14.43,34,7,16,21,24,3.16,1.87,2.8,"-46.795471, 26.680119",Available,"18.24880300039078, -120.45934172131555","17.392174449997604, 239.7322208308343",567,12.56,11.73,10.37,Heavy,-0.543872087,3545,0.83,12.87,98.5,66,Evening,Sunny,Monday,Light,84,85,46-55,22
0,272,6.254427677,DI7EHB,KECWYG,XWH513,UVNA9S,"20.114275, 51.678811","88.55866, 122.06876",12/6/2023 23:01,12/6/2023 23:38,16.06,37,6,5,49,16,2.16,1.51,2.5,"1.396148, -161.631075",Unavailable,"29.595508599345138, -69.88421762578675","29.532518436833367, 289.34824028213734",549,74.73,67.59,89.45,Heavy,-0.820618287,7843,0.9,10.81,46.2,58,Night,Rainy,Saturday,Moderate,28,85,26-35,2
0,273,3.235489284,8CG4GZ,UJ7GGS,J3KLXS,0EBROX,"-29.089262, -78.868003","-74.631152, 98.331668",12/6/2023 2:43,12/6/2023 4:21,28.03,98,10,22,18,16,3.44,2.13,1.4,"-37.844666, -86.134922",Unavailable,"39.18704251550767, 22.2743755953839","38.39201295278326, 21.715566825089166",170,97.07,138.6,96.44,Heavy,-0.076625121,6790,0.97,10.86,43.38,14,Night,Rainy,Wednesday,Moderate,79,18,18-25,4
0,274,7.815966178,0EW7XQ,IOPKZB,TKBIVT,324JCO,"65.372934, 170.559339","16.336287, 16.202494",12/6/2023 15:47,12/6/2023 17:43,20.29,116,4,10,38,19,4.85,2.36,1.4,"30.96477, 148.658998",Available,"15.17480713452511, 136.53413264606377","15.428696766882798, 136.66623195764828",819,101.62,31.94,96.88,Heavy,1.261859651,1137,0.94,8.47,93.51,71,Night,Cloudy,Wednesday,Heavy,13,73,18-25,3
0,275,5.476155953,1D02DY,GMFN2J,0GUTOJ,3R7CKF,"-69.755978, 113.241473","47.367156, 17.878568",12/6/2023 11:06,12/6/2023 12:24,21.92,78,10,15,47,1,3.94,2.03,1.4,"65.875153, -96.885614",Available,"72.16896285427279, -3.9756208239880664","73.10426604674242, 356.1925734570673",240,100.77,5.96,98.2,Moderate,-0.296295036,6827,0.99,5.1,30.54,104,Night,Rainy,Thursday,Heavy,11,46,36-45,44
0,276,3.187017816,2Z7DXK,F0PMP4,X7BBXP,F1RQ5P,"39.889931, -137.15392","-50.892369, 96.586856",12/6/2023 2:20,12/6/2023 3:11,34.18,51,4,22,25,27,4.94,1.59,2.1,"22.546999, 145.230978",Unavailable,"48.03505746966732, -90.74040637556249","47.99788141281902, 268.5071058502028",891,111.55,8.55,95.4,Light,1.980640468,2471,0.88,6.25,4.23,96,Morning,Rainy,Friday,Light,4,82,18-25,33
0,277,4.84924173,NDM73D,LAD103,XGB966,5V7HTW,"-13.564421, -176.201498","-43.13298, -136.999127",12/6/2023 22:57,12/6/2023 23:09,22.74,12,7,5,3,10,3.42,1.55,2.3,"-37.288026, -136.066474",Unavailable,"-2.669731096043705, 173.79371608312402","-2.1367585719695974, 173.5381565052571",646,114.56,117.96,119.52,Moderate,1.098036437,2904,0.97,9.53,98.95,56,Evening,Cloudy,Tuesday,Moderate,23,37,46-55,17
0,278,7.792409474,ADJUZN,A17EX2,347R82,UFF3BK,"19.403138, 15.500594","49.224475, -118.931169",12/6/2023 8:56,12/6/2023 9:55,15.85,59,10,13,42,13,4.97,1.01,2.1,"87.999542, 23.057143",Unavailable,"-60.35989847982319, 103.63691375620908","-60.13729605117072, 103.27317734064907",785,117.01,54.8,100.22,Heavy,2.138772399,5391,0.83,6.58,7.24,42,Night,Cloudy,Saturday,Light,86,34,36-45,37
0,279,2.084958762,C4LRA5,7YWA04,U4KE7Y,SOY4A4,"-34.009976, -85.975353","-77.466426, 148.748917",12/6/2023 0:55,12/6/2023 1:47,46.47,52,7,22,37,28,3.05,1.1,1.8,"-84.338669, -116.576917",Available,"-29.255584563266304, 78.77565247806604","-29.106611148127257, 78.93774599862327",143,36.8,38.01,43.2,Moderate,-0.961503986,7142,0.8,11.48,70.4,46,Morning,Cloudy,Thursday,Moderate,34,35,56+,9
0,280,5.091870001,4NRPNM,PGL30U,00MM4W,PRIA5Y,"66.934103, 18.232319","-83.157625, -24.492079",12/6/2023 8:40,12/6/2023 9:58,47.41,78,5,8,28,27,3.98,2.11,2.6,"-88.877468, -154.057778",Available,"60.93348087487141, -140.35601309837006","60.98249911587684, 219.34999544900452",811,41.66,46.81,44.2,Heavy,1.142484407,9002,0.88,10.15,91.84,107,Evening,Sunny,Thursday,Heavy,13,10,18-25,11
0,281,5.463642881,J2JEYR,B7HAA6,SDDT0P,ZOI3VP,"-44.765288, -77.160062","-88.430141, -71.950705",12/6/2023 11:28,12/6/2023 12:14,34.6,46,10,9,31,27,3.26,1.79,1.5,"18.989815, 160.698735",Unavailable,"-1.5930158064198991, -172.49000042397859","-2.220515912705453, 187.4663169666497",177,94.16,5.37,89.49,Light,-1.129881214,9924,0.84,5.46,55.14,72,Evening,Rainy,Thursday,Moderate,57,68,36-45,26
0,282,3.004369723,X1WBGV,VRM4C2,330AWB,DFIGNI,"20.646296, 141.361883","-46.408832, 30.01837",12/6/2023 13:47,12/6/2023 15:06,13.84,79,7,18,33,14,4.88,2.06,2.9,"38.101561, -162.140898",Available,"16.285387945316543, 42.63165686398071","17.16820353174915, 42.7565893433651",21,79.3,78.36,86.29,Moderate,0.360418054,4536,0.84,13.33,30.17,62,Evening,Sunny,Thursday,Heavy,17,80,56+,15
0,283,9.092908357,4L946Y,292NSD,5FJDWT,37NRHI,"-73.899352, 112.591743","-78.9758, -33.15556",12/6/2023 23:44,12/7/2023 1:40,33.54,116,1,15,39,30,3.99,1.62,1.6,"-82.357371, -122.984187",Available,"-23.291211558465406, -112.18903966520972","-22.508062386175936, 248.5225655585893",145,53.16,56.22,48.6,Light,0.35655089,1125,0.93,5.85,18.67,21,Evening,Sunny,Monday,Moderate,1,9,18-25,21
0,284,6.475744538,KJQ36J,PEVM0I,DEGUE2,5C41S9,"-8.676873, 29.639888","-62.160984, -70.956773",12/6/2023 10:30,12/6/2023 12:14,37.29,104,9,7,11,9,4.58,1.86,1.1,"70.543838, -55.711224",Available,"-51.06522429112086, 163.25022734696176","-50.22450773013102, 163.13282845025054",541,98.37,31.03,117.63,Light,-0.228451983,5291,0.91,11.3,84.45,118,Morning,Sunny,Monday,Heavy,52,56,26-35,40
0,285,1.621874832,UZQQ8V,5HYXDH,MAVS8G,IM3GNU,"-48.82884, 55.775705","-68.476272, -34.971136",12/6/2023 3:30,12/6/2023 5:15,27.88,105,4,19,48,4,4.88,1.13,2.9,"58.426979, 71.293669",Unavailable,"-10.485256711205125, -70.08474379650029","-11.277050575499967, 289.3442327883998",924,40.78,85.92,40.93,Heavy,-0.114629492,7818,0.92,5.17,79.87,94,Evening,Cloudy,Monday,Light,99,59,46-55,12
0,286,2.885256805,E4QCR7,PGRSVJ,A83L39,CD3P73,"69.440755, -72.357281","-40.582765, 47.291745",12/6/2023 3:11,12/6/2023 4:40,29.99,89,5,19,49,8,2.69,2.49,1.3,"10.576868, -159.934689",Available,"-60.053786066172286, -66.37083112715804","-60.821932479728474, 293.68158501348404",64,30.91,55.98,28.14,Light,-0.648613666,7428,0.9,7.16,6.37,36,Evening,Sunny,Wednesday,Heavy,70,16,56+,8
0,287,9.442649048,5QQIUF,ZDL69B,8A52YI,FLUDMV,"67.612451, 33.35594","-7.22149, 141.52479",12/6/2023 13:21,12/6/2023 14:17,27.03,56,4,8,38,26,3.26,1.47,1.7,"-39.269615, -127.080903",Unavailable,"-39.396121936190966, -175.20579254824312","-39.633732702755026, 184.37352243399022",681,66.76,8.92,54.14,Heavy,1.517078928,3002,0.84,14.92,43.37,26,Morning,Cloudy,Thursday,Light,15,87,56+,48
0,288,3.127862549,OWPPH3,FEOBLL,EYVFUX,2BZWP8,"-60.496075, -85.660839","4.328125, 61.398046",12/6/2023 4:44,12/6/2023 6:42,12.31,118,4,9,28,11,3.04,1.87,2.8,"-18.805287, -128.311261",Unavailable,"-50.62743362752652, 57.889509596143455","-50.84700237442141, 58.04911516432401",212,51.44,119.91,60.43,Light,0.873945273,5571,0.91,8.96,87.04,56,Morning,Sunny,Monday,Heavy,29,86,56+,13
0,289,6.767709513,83597O,4T9E7L,VO2RBD,BRWB6O,"-26.913401, -156.883222","-10.751195, 154.751027",12/6/2023 8:47,12/6/2023 9:42,4.53,55,6,7,18,2,4.5,1.83,2.7,"-42.15872, 106.897006",Unavailable,"-29.851673811373033, 150.66510297803893","-30.596710897683103, 150.96104655517502",396,78.24,35.33,71.72,Light,1.079149171,1223,0.89,6.75,47.43,112,Morning,Rainy,Wednesday,Moderate,77,69,18-25,41
0,290,6.934475672,O320JD,ZPZKVQ,WPE3L5,A11IBH,"47.713479, -21.695589","-70.776179, 30.655027",12/6/2023 6:52,12/6/2023 8:32,18.76,100,1,4,1,16,2.41,1.66,2.4,"-39.871708, 110.550803",Available,"-36.623972304419155, 33.48352630487889","-37.575104194002286, 33.85541485308905",517,119.07,39.16,130.81,Moderate,0.859518106,7408,0.99,5.94,85.43,45,Night,Rainy,Tuesday,Light,4,93,18-25,25
0,291,4.281808869,FMSIS7,VJ8T4Y,TJI1DC,IQCH0C,"30.927864, 43.579837","30.070573, 119.038886",12/6/2023 21:27,12/6/2023 22:32,36.67,65,3,20,22,14,3.4,1.52,2.6,"-65.160943, 83.088525",Unavailable,"77.85387095247071, -162.6484048282628","77.64057372708393, 197.30320317711096",495,68.03,80.7,63.67,Heavy,1.023190021,255,0.88,11.4,39.58,39,Morning,Sunny,Wednesday,Light,93,95,18-25,30
0,292,4.993823127,KTXJNP,H5923S,U05W7U,BTYE7Y,"-65.211748, 64.437246","6.034203, -49.665362",12/6/2023 13:45,12/6/2023 14:15,36.23,30,5,17,31,29,3.24,1.05,1.4,"-6.926197, 128.927991",Available,"-12.346661515038832, -4.974526511219722","-11.919928392475793, 355.8998272495136",947,82.11,46.12,80.4,Heavy,-1.501950806,3781,0.84,10.15,62.14,89,Evening,Sunny,Friday,Light,20,39,46-55,0
0,293,8.644548722,1P26LR,CHNZYU,RJQFWK,458M5Q,"27.373761, 152.262264","80.160717, -124.385339",12/6/2023 17:00,12/6/2023 17:39,41.52,39,9,8,38,4,2.72,2.03,2,"-35.481099, -136.67082",Available,"41.343547661503976, -173.3261379642253","40.565572125525264, 187.211559318904",643,82.97,100.17,81.35,Heavy,2.462201021,3901,1,7.85,15.99,96,Morning,Rainy,Monday,Moderate,25,100,26-35,4
0,294,9.949637293,56HY15,AXGWCT,5VUFPL,EMRVRR,"61.52971, 165.697117","57.961883, -143.131453",12/6/2023 15:30,12/6/2023 16:47,37.93,77,3,16,20,6,4.98,2.22,1.3,"-38.429153, -112.335392",Available,"-86.22691210810495, -140.43204734485977","-86.0608067725946, 219.0434606759465",214,21.53,4.59,25.38,Heavy,1.458599301,5967,0.97,11.52,85.29,82,Evening,Cloudy,Wednesday,Moderate,43,31,46-55,48
0,295,4.989535856,2BLREF,HPL9T4,5EO72S,XAOFZW,"-14.18378, 154.546425","38.776751, 97.474742",12/6/2023 7:37,12/6/2023 8:41,2.68,64,3,3,46,27,2.71,2.31,2.9,"18.586947, -68.166842",Unavailable,"-55.23194873008659, 33.66090027186192","-54.772682526064955, 33.27431795907316",566,77.84,10.44,72.74,Light,-0.806905036,2010,0.93,9.16,49.1,51,Night,Cloudy,Monday,Heavy,23,36,18-25,46
0,296,6.819428536,VIVSE8,WEQTQI,IOHJO0,D12J8T,"-1.84556, 138.770596","-9.222077, -57.088035",12/6/2023 8:24,12/6/2023 9:12,33.5,48,1,14,6,14,3.98,1.8,1.5,"-19.195256, -144.921244",Available,"51.483133552049395, -65.4921089624774","52.066803114413666, 294.17509783159494",56,79.41,48.58,86.77,Heavy,-0.374675871,4999,0.87,10.47,9.41,27,Night,Sunny,Thursday,Light,14,77,46-55,17
0,297,2.108964127,2ZE7VL,YPIIG8,65F09Z,CK8ZEC,"46.065091, 140.280358","60.139281, 79.28131",12/6/2023 9:41,12/6/2023 11:21,15.03,100,4,2,41,24,4.51,1.61,2.6,"20.506052, -71.935005",Unavailable,"-29.27328571247393, 49.10912271738371","-28.495107201635534, 49.491509418948255",687,66.5,19.96,74.62,Light,0.854053754,460,0.85,14.18,27.8,115,Night,Rainy,Saturday,Moderate,1,96,26-35,30
0,298,5.395024876,UEDW6M,UQEI0K,PQ10GO,1XMSQV,"-49.736242, -118.857241","-83.605675, -140.299304",12/6/2023 12:50,12/6/2023 14:41,14.92,111,4,6,12,15,4.01,1.23,1,"-29.36883, -131.751881",Available,"11.627055313722877, 47.952687620946165","12.0904177541981, 48.609348587764565",964,99.09,60.73,97.25,Heavy,0.85504711,791,0.87,12.73,13.84,32,Afternoon,Sunny,Tuesday,Light,67,3,26-35,47
0,299,1.584130033,WQJVIO,SZL81P,ZC0VE2,WRUVTT,"71.6419, 28.997645","60.772022, -115.218881",12/6/2023 7:16,12/6/2023 8:58,18.18,102,10,9,9,11,2.97,1.1,2.7,"54.364559, 103.245135",Available,"39.80974594652923, 7.616466028357479","39.43491375886785, 7.249059244672503",17,98.87,15.09,117.53,Heavy,1.132251373,8834,0.91,7.41,8.56,58,Evening,Cloudy,Monday,Moderate,56,54,18-25,31
0,300,8.84695778,LH4S7G,KWTWKE,6K2AXF,MNURRJ,"-73.147039, 71.146116","37.625155, 167.693962",12/6/2023 19:25,12/6/2023 21:04,15.37,99,6,2,14,2,3.38,1.28,2.8,"-21.242102, 17.908457",Available,"-66.29016968923507, 115.3588030562413","-66.18336392247762, 116.11390158146101",427,96.33,97.96,110.17,Moderate,-0.681908908,2792,0.85,8.61,79.91,34,Night,Sunny,Tuesday,Heavy,75,40,36-45,38
0,301,5.439632104,KTXBGC,8DYB83,8DK181,ZB5XMI,"-41.952889, 89.129133","77.068607, 126.652773",12/6/2023 15:59,12/6/2023 16:36,6.53,37,8,2,1,14,3.8,1.78,2.2,"51.231233, -101.694535",Unavailable,"-64.61571786479139, -4.765253518626281","-64.08299064288464, 355.5503211256033",528,58.53,130.38,52.47,Moderate,0.682448539,9990,0.81,11.84,72.05,81,Afternoon,Sunny,Tuesday,Heavy,75,22,46-55,44
0,302,8.623823024,O14ZP9,NHXCUK,MUIW5O,2Z60SI,"-66.239911, 12.051481","-1.972118, 157.755081",12/6/2023 20:15,12/6/2023 21:32,42.65,77,4,16,7,9,2.68,1.29,2.5,"16.72894, -160.954015",Unavailable,"69.15243505594145, 24.823829449007462","69.99777773583007, 24.781158214306117",793,62.11,125.6,53.56,Light,-1.687943822,1228,0.92,12.54,11.62,18,Evening,Rainy,Saturday,Light,38,4,46-55,34
0,303,9.105215379,WJOO07,2Z70WX,NS2Q1J,OO95O4,"47.028833, 35.036385","-49.65725, 52.497908",12/6/2023 22:23,12/6/2023 22:38,39.08,15,9,13,0,2,2.76,1.29,2.4,"-72.727957, -125.223044",Unavailable,"-36.83021448112318, -33.88118422395638","-37.66253378512563, 326.13755146592285",544,81.95,77.86,73.84,Light,0.62205424,4513,0.86,6.24,2.66,31,Night,Rainy,Wednesday,Heavy,56,80,36-45,6
0,304,7.657013522,QB45NL,7I5ZTY,IK3BLZ,JMF8FJ,"55.524147, 30.180393","-85.542129, 137.666857",12/6/2023 16:13,12/6/2023 16:37,3.88,24,3,20,42,4,3.64,1.61,1.6,"-16.675639, -90.992079",Available,"0.8064545708794668, 90.82085636696513","1.5645896326285007, 90.98548003832367",47,101.07,55.7,99.07,Light,-1.706285587,6039,1,12.63,21.99,16,Morning,Rainy,Monday,Moderate,36,89,46-55,44
0,305,6.91889892,H5JYQB,ZSD685,84PNZJ,PJ1QQI,"-8.863779, 178.829935","-29.524377, 164.576866",12/6/2023 4:45,12/6/2023 5:28,23.9,43,4,21,31,29,3.89,1.85,2.9,"-56.538489, 31.388591",Unavailable,"73.05489655908818, 58.201610305765826","73.96824259144927, 59.1175235673887",227,67.14,100.67,55.01,Moderate,-1.501430835,7564,0.9,7.88,86.29,110,Morning,Cloudy,Saturday,Light,99,25,26-35,35
0,306,5.337768294,YOEBYZ,V88LDC,BRZ88P,QYPDV2,"-63.807333, 88.27618","-56.302157, 121.228202",12/6/2023 20:15,12/6/2023 20:29,13.74,14,10,5,17,0,4.4,2.14,2.9,"-87.612327, -44.442558",Unavailable,"0.9504581093987099, -37.027665849300234","0.2527181541352914, 323.8773722967068",151,87.14,36.13,87.25,Moderate,1.637872718,1835,0.94,13.42,24.24,33,Night,Cloudy,Tuesday,Light,48,40,56+,9
0,307,8.965683091,PUI4EP,3P44OD,AF3G0R,IAQASY,"-74.698226, 89.329733","89.707141, 32.987305",12/6/2023 1:44,12/6/2023 2:06,29.84,22,9,18,47,14,3.7,2.36,2.2,"43.960244, 170.554731",Unavailable,"-1.19373526706336, -65.75666644506765","-1.7165118540406394, 293.45895173353",734,84.28,68.13,88.43,Heavy,2.386942381,5012,0.81,13.16,49.6,118,Evening,Cloudy,Wednesday,Heavy,67,37,36-45,16
0,308,3.047275322,2BNR72,9V4K0J,BGTAKB,SHG385,"20.6367, -89.800702","-76.634058, 13.215493",12/6/2023 16:35,12/6/2023 18:19,16.24,104,7,1,6,26,3.43,2.38,1.5,"84.593819, -38.442098",Unavailable,"-17.63211396921163, 88.86785625898364","-18.350371117954793, 89.05741992006699",529,78.31,48.36,62.87,Light,1.192140876,4422,0.82,7.23,30.84,77,Evening,Sunny,Thursday,Light,28,43,26-35,32
